onset	duration	trial_type	UpR	PR
10.149	4	pain	6.0	6.0
49.396	4	pain	6.0	5.0
88.51	4	pain	6.0	7.0
127.607	4	pain	7.0	7.0
166.755	4	pain	6.0	6.0
205.802	4	pain	6.0	7.0
244.866	4	pain	6.0	7.0
283.93	4	pain	7.0	7.0
323.044	4	pain	7.0	8.0
362.174	4	pain	6.0	6.0
401.238	4	pain	7.0	7.0
440.335	4	pain	7.0	8.0
479.466	4	pain	6.0	7.0
518.53	4	pain	7.0	7.0
557.61	4	pain	8.0	8.0
28.581	11	rating		
66.845	11	rating		
106.059	11	rating		
144.74	11	rating		
183.437	11	rating		
222.767	11	rating		
261.731	11	rating		
300.962	11	rating		
341.609	11	rating		
378.723	11	rating		
418.22	11	rating		
457.984	11	rating		
496.315	11	rating		
535.245	11	rating		
574.809	11	rating		
