onset	duration	trial_type	UpR	PR
10.152	4	pain	7.0	8.0
49.332	4	pain	6.0	7.0
88.446	4	pain	6.0	7.0
127.577	4	pain	6.0	7.0
166.707	4	pain	7.0	8.0
205.921	4	pain	5.0	6.0
245.052	4	pain	5.0	6.0
284.165	4	pain	6.0	7.0
323.263	4	pain	5.0	6.0
362.327	4	pain	6.0	7.0
401.39	4	pain	5.0	6.0
440.488	4	pain	4.0	5.0
479.585	4	pain	5.0	6.0
518.665	4	pain	6.0	7.0
557.746	4	pain	6.0	6.0
27.817	11	rating		
66.598	11	rating		
105.845	11	rating		
144.525	11	rating		
184.489	11	rating		
222.587	11	rating		
261.75	11	rating		
301.181	11	rating		
339.928	11	rating		
379.742	11	rating		
417.989	11	rating		
457.986	11	rating		
496.15	11	rating		
535.814	11	rating		
574.262	11	rating		
