onset	duration	trial_type	UpR	PR
10.155	4	pain	10.0	9.0
49.504	4	pain	9.0	8.0
88.737	4	pain	6.0	7.0
127.852	4	pain	7.0	7.0
167.102	4	pain	8.0	7.0
206.301	4	pain	7.0	7.0
245.467	4	pain	9.0	7.0
284.783	4	pain	7.0	6.0
323.832	4	pain	7.0	7.0
362.931	4	pain	9.0	7.0
402.064	4	pain	7.0	6.0
441.146	4	pain	8.0	7.0
480.262	4	pain	9.0	8.0
519.428	4	pain	7.0	7.0
558.527	4	pain	8.0	8.0
27.588	11	rating		
66.47	11	rating		
105.753	11	rating		
144.669	11	rating		
183.968	11	rating		
223.134	11	rating		
263.716	11	rating		
301.249	11	rating		
340.615	11	rating		
379.781	11	rating		
418.497	11	rating		
457.929	11	rating		
497.312	11	rating		
536.278	11	rating		
575.544	11	rating		
