onset	duration	trial_type	UpR	PR
10.156	4	pain	7.0	7.0
49.287	4	pain	5.0	6.0
88.385	4	pain	5.0	5.0
127.616	4	pain	5.0	6.0
166.747	4	pain	4.0	6.0
205.828	4	pain	4.0	6.0
244.909	4	pain	6.0	7.0
284.056	4	pain	7.0	6.0
323.171	4	pain	3.0	5.0
362.268	4	pain	6.0	7.0
401.35	4	pain	3.0	6.0
440.431	4	pain	4.0	6.0
479.495	4	pain	4.0	5.0
518.659	4	pain	3.0	6.0
557.74	4	pain	5.0	6.0
27.522	11	rating		
66.253	11	rating		
106.017	11	rating		
144.998	11	rating		
183.729	11	rating		
222.443	11	rating		
262.074	11	rating		
300.972	11	rating		
340.303	11	rating		
378.968	11	rating		
417.715	11	rating		
457.996	11	rating		
496.294	11	rating		
535.242	11	rating		
575.056	11	rating		
