onset	duration	trial_type	UpR	PR
10.147	4	pain	5.0	7.0
49.377	4	pain	4.0	5.0
88.508	4	pain	4.0	5.0
127.639	4	pain	5.0	6.0
166.736	4	pain	5.0	6.0
205.85	4	pain	5.0	6.0
244.997	4	pain	6.0	7.0
284.061	4	pain	7.0	8.0
323.175	4	pain	6.0	7.0
362.256	4	pain	5.0	6.0
401.42	4	pain	5.0	6.0
440.551	4	pain	6.0	7.0
479.631	4	pain	6.0	7.0
518.679	4	pain	5.0	6.0
557.759	4	pain	6.0	7.0
29.562	11	rating		
66.793	11	rating		
105.857	11	rating		
144.554	11	rating		
185.851	11	rating		
223.449	11	rating		
262.213	11	rating		
300.943	11	rating		
340.091	11	rating		
382.221	11	rating		
418.019	11	rating		
457.316	11	rating		
496.214	11	rating		
536.127	11	rating		
574.775	11	rating		
