onset	duration	trial_type	UpR	PR
10.154	4	pain	7.0	8.0
49.386	4	pain	6.0	5.0
88.384	4	pain	6.0	8.0
127.632	4	pain	3.0	4.0
166.747	4	pain	6.0	7.0
205.862	4	pain	6.0	7.0
244.977	4	pain	6.0	5.0
284.159	4	pain	4.0	5.0
323.291	4	pain	6.0	7.0
362.389	4	pain	7.0	7.0
401.504	4	pain	5.0	8.0
440.585	4	pain	7.0	6.0
479.7	4	pain	7.0	7.0
518.815	4	pain	5.0	5.0
557.864	4	pain	7.0	7.0
30.253	11	rating		
65.385	11	rating		
106.333	11	rating		
144.248	11	rating		
184.28	11	rating		
223.662	11	rating		
260.977	11	rating		
304.608	11	rating		
340.423	11	rating		
380.105	11	rating		
419.003	11	rating		
459.351	11	rating		
496.916	11	rating		
537.798	11	rating		
574.796	11	rating		
