onset	duration	trial_type	UpR	PR
10.144	4	pain	8.0	8.0
49.409	4	pain	6.0	7.0
88.607	4	pain	5.0	6.0
127.705	4	pain	5.0	6.0
166.854	4	pain	4.0	5.0
205.969	4	pain	7.0	7.0
245.133	4	pain	7.0	7.0
284.282	4	pain	6.0	6.0
323.33	4	pain	7.0	7.0
362.428	4	pain	8.0	8.0
401.627	4	pain	7.0	7.0
440.775	4	pain	7.0	7.0
479.873	4	pain	7.0	7.0
519.021	4	pain	8.0	8.0
558.17	4	pain	7.0	7.0
28.593	11	rating		
66.341	11	rating		
105.14	11	rating		
144.655	11	rating		
185.219	11	rating		
222.951	11	rating		
262.133	11	rating		
301.181	11	rating		
340.313	11	rating		
379.678	11	rating		
421.659	11	rating		
458.574	11	rating		
500.606	11	rating		
536.621	11	rating		
575.102	11	rating		
